 cattivin ( VERB ) 
 cifrando ( NOUN NOUN_GERUND ) 
 cifrano ( VERB ) 
 cifrante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cifranti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cifrar ( VERB_INFINITIVE VERB ) 
 cifrare ( VERB_INFINITIVE VERB ) 
 cifrari ( NOUN NOUN_SINGULAR ) 
 cifrario ( NOUN NOUN_SINGULAR ) 
 cifraron ( VERB ) 
 cifrarono ( VERB ) 
 cifrasse ( VERB ) 
 cifrasser ( VERB ) 
 cifrassero ( VERB ) 
 cifrassi ( VERB ) 
 cifrassimo ( VERB ) 
 cifraste ( VERB ) 
 cifrasti ( VERB ) 
 cifrata ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 cifrate ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 cifrati ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 cifratissima ( ADJECTIVE ) 
 cifratissime ( ADJECTIVE ) 
 cifratissimi ( ADJECTIVE ) 
 cifratissimo ( ADJECTIVE ) 
 cifrato ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 cifrava ( VERB ) 
 cifravamo ( VERB ) 
 cifravan ( VERB ) 
 cifravano ( VERB ) 
 cifravate ( VERB ) 
 cifravi ( VERB ) 
 cifravo ( VERB ) 
 cifre ( NOUN NOUN_SINGULAR ) 
 cifrera' ( VERB ) 
 cifrerai ( VERB ) 
 cifreran ( VERB ) 
 cifreranno ( VERB ) 
 cifrerebbe ( VERB ) 
 cifrerebber ( VERB ) 
 cifrerebbero ( VERB ) 
 cifrerei ( VERB ) 
 cifreremmo ( VERB ) 
 cifreremo ( VERB ) 
 cifrereste ( VERB ) 
 cifreresti ( VERB ) 
 cifrerete ( VERB ) 
 cifrero' ( VERB ) 
 cifrerà ( VERB ) 
 cifrerò ( VERB ) 
 cifri ( VERB ) 
 cifriamo ( VERB ) 
 cifriate ( VERB ) 
 cifrin ( VERB ) 
 cifrino ( VERB ) 
 cifro ( VERB ) 
 cifro' ( VERB ) 
 cifrò ( VERB ) 
 cigli ( NOUN NOUN_SINGULAR ) 
 ciglia ( NOUN NOUN_SINGULAR ) 
 ciglio ( NOUN NOUN_SINGULAR ) 
 cigni ( NOUN NOUN_SINGULAR ) 
 cigno ( NOUN NOUN_SINGULAR ) 
 cigola ( VERB ) 
 cigolai ( VERB ) 
 cigolammo ( VERB ) 
 cigolan ( VERB ) 
 cigolando ( NOUN NOUN_GERUND ) 
 cigolano ( VERB ) 
 cigolante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cigolanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cigolar ( VERB_INFINITIVE VERB ) 
 cigolare ( VERB_INFINITIVE VERB ) 
 cigolaron ( VERB ) 
 cigolarono ( VERB ) 
 cigolasse ( VERB ) 
 cigolasser ( VERB ) 
 cigolassero ( VERB ) 
 cigolassi ( VERB ) 
 cigolassimo ( VERB ) 
 cigolaste ( VERB ) 
 cigolasti ( VERB ) 
 cigolata ( VERB_PAST_PARTICIPLE VERB ) 
 cigolate ( VERB_PAST_PARTICIPLE VERB ) 
 cigolati ( VERB_PAST_PARTICIPLE VERB ) 
 cigolato ( VERB_PAST_PARTICIPLE VERB ) 
 cigolava ( VERB ) 
 cigolavamo ( VERB ) 
 cigolavan ( VERB ) 
 cigolavano ( VERB ) 
 cigolavate ( VERB ) 
 cigolavi ( VERB ) 
 cigolavo ( VERB ) 
 cigolera' ( VERB ) 
 cigolerai ( VERB ) 
 cigoleran ( VERB ) 
 cigoleranno ( VERB ) 
 cigolerebbe ( VERB ) 
 cigolerebber ( VERB ) 
 cigolerebbero ( VERB ) 
 cigolerei ( VERB ) 
 cigoleremmo ( VERB ) 
 cigoleremo ( VERB ) 
 cigolereste ( VERB ) 
 cigoleresti ( VERB ) 
 cigolerete ( VERB ) 
 cigolero' ( VERB ) 
 cigolerà ( VERB ) 
 cigolerò ( VERB ) 
 cigoli ( NOUN VERB NOUN_SINGULAR ) 
 cigoliamo ( VERB ) 
 cigoliate ( VERB ) 
 cigolii ( NOUN NOUN_SINGULAR ) 
 cigolin ( VERB ) 
 cigolino ( VERB ) 
 cigolio ( NOUN NOUN_SINGULAR ) 
 cigolo ( VERB ) 
 cigolo' ( VERB ) 
 cigolò ( VERB ) 
 cilena ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cilene ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cileni ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cilenissima ( ADJECTIVE ) 
 cilenissime ( ADJECTIVE ) 
 cilenissimi ( ADJECTIVE ) 
 cilenissimo ( ADJECTIVE ) 
 cileno ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cilestrina ( ADJECTIVE ) 
 cilestrine ( ADJECTIVE ) 
 cilestrini ( ADJECTIVE ) 
 cilestrinissima ( ADJECTIVE ) 
 cilestrinissime ( ADJECTIVE ) 
 cilestrinissimi ( ADJECTIVE ) 
 cilestrinissimo ( ADJECTIVE ) 
 cilestrino ( ADJECTIVE ) 
 cilici ( NOUN NOUN_SINGULAR ) 
 cilicio ( NOUN NOUN_SINGULAR ) 
 ciliege ( NOUN NOUN_SINGULAR ) 
 ciliegi ( NOUN NOUN_SINGULAR ) 
 ciliegia ( NOUN NOUN_SINGULAR ) 
 ciliegie ( NOUN NOUN_SINGULAR ) 
 ciliegina ( NOUN NOUN_SINGULAR ) 
 ciliegine ( NOUN NOUN_SINGULAR ) 
 ciliegio ( NOUN NOUN_SINGULAR ) 
 cilindra ( VERB ) 
 cilindrai ( VERB ) 
 cilindrammo ( VERB ) 
 cilindran ( VERB ) 
 cilindrando ( NOUN NOUN_GERUND ) 
 cilindrano ( VERB ) 
 cilindrante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cilindranti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cilindrar ( VERB_INFINITIVE VERB ) 
 cilindrare ( VERB_INFINITIVE VERB ) 
 cilindraron ( VERB ) 
 cilindrarono ( VERB ) 
 cilindrasse ( VERB ) 
 cilindrasser ( VERB ) 
 cilindrassero ( VERB ) 
 cilindrassi ( VERB ) 
 cilindrassimo ( VERB ) 
 cilindraste ( VERB ) 
 cilindrasti ( VERB ) 
 cilindrata ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR ) 
 cilindrate ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR ) 
 cilindrati ( VERB_PAST_PARTICIPLE VERB ) 
 cilindrato ( VERB_PAST_PARTICIPLE VERB ) 
 cilindrava ( VERB ) 
 cilindravamo ( VERB ) 
 cilindravan ( VERB ) 
 cilindravano ( VERB ) 
 cilindravate ( VERB ) 
 cilindravi ( VERB ) 
 cilindravo ( VERB ) 
 cilindrera' ( VERB ) 
 cilindrerai ( VERB ) 
 cilindreran ( VERB ) 
 cilindreranno ( VERB ) 
 cilindrerebbe ( VERB ) 
 cilindrerebber ( VERB ) 
 cilindrerebbero ( VERB ) 
 cilindrerei ( VERB ) 
 cilindreremmo ( VERB ) 
 cilindreremo ( VERB ) 
 cilindrereste ( VERB ) 
 cilindreresti ( VERB ) 
 cilindrerete ( VERB ) 
 cilindrero' ( VERB ) 
 cilindrerà ( VERB ) 
 cilindrerò ( VERB ) 
 cilindri ( NOUN VERB NOUN_SINGULAR ) 
 cilindriamo ( VERB ) 
 cilindriate ( VERB ) 
 cilindrica ( ADJECTIVE ) 
 cilindriche ( ADJECTIVE ) 
 cilindrici ( ADJECTIVE ) 
 cilindricissima ( ADJECTIVE ) 
 cilindricissime ( ADJECTIVE ) 
 cilindricissimi ( ADJECTIVE ) 
 cilindricissimo ( ADJECTIVE ) 
 cilindrico ( ADJECTIVE ) 
 cilindrin ( VERB ) 
 cilindrino ( VERB ) 
 cilindro ( NOUN VERB NOUN_SINGULAR ) 
 cilindro' ( VERB ) 
 cilindrò ( VERB ) 
 cima ( NOUN VERB NOUN_SINGULAR ) 
 cimai ( VERB ) 
 cimammo ( VERB ) 
 ciman ( VERB ) 
 cimando ( NOUN NOUN_GERUND ) 
 cimano ( VERB ) 
 cimante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cimanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cimar ( VERB_INFINITIVE VERB ) 
 cimare ( VERB_INFINITIVE VERB ) 
 cimaron ( VERB ) 
 cimarono ( VERB ) 
 cimasse ( VERB ) 
 cimasser ( VERB ) 
 cimassero ( VERB ) 
 cimassi ( VERB ) 
 cimassimo ( VERB ) 
 cimaste ( VERB ) 
 cimasti ( VERB ) 
 cimata ( VERB_PAST_PARTICIPLE VERB ) 
 cimate ( VERB_PAST_PARTICIPLE VERB ) 
 cimati ( VERB_PAST_PARTICIPLE VERB ) 
 cimato ( VERB_PAST_PARTICIPLE VERB ) 
 cimava ( VERB ) 
 cimavamo ( VERB ) 
 cimavan ( VERB ) 
 cimavano ( VERB ) 
 cimavate ( VERB ) 
 cimavi ( VERB ) 
 cimavo ( VERB ) 
 cime ( NOUN NOUN_SINGULAR ) 
 cimeli ( NOUN NOUN_SINGULAR ) 
 cimelio ( NOUN NOUN_SINGULAR ) 
 cimenta ( VERB ) 
 cimentai ( VERB ) 
 cimentammo ( VERB ) 
 cimentan ( VERB ) 
 cimentando ( NOUN NOUN_GERUND ) 
 cimentano ( VERB ) 
 cimentante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cimentanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cimentar ( VERB_INFINITIVE VERB ) 
 cimentarci ( VERB_INFINITIVE VERB ) 
 cimentare ( VERB_INFINITIVE VERB ) 
 cimentarmi ( VERB_INFINITIVE VERB ) 
 cimentaron ( VERB ) 
 cimentarono ( VERB ) 
 cimentarsi ( VERB_INFINITIVE VERB ) 
 cimentarti ( VERB_INFINITIVE VERB ) 
 cimentarvi ( VERB_INFINITIVE VERB ) 
 cimentasse ( VERB ) 
 cimentasser ( VERB ) 
 cimentassero ( VERB ) 
 cimentassi ( VERB ) 
 cimentassimo ( VERB ) 
 cimentaste ( VERB ) 
 cimentasti ( VERB ) 
 cimentata ( VERB_PAST_PARTICIPLE VERB ) 
 cimentate ( VERB_PAST_PARTICIPLE VERB ) 
 cimentati ( VERB_PAST_PARTICIPLE VERB ) 
 cimentato ( VERB_PAST_PARTICIPLE VERB ) 
 cimentava ( VERB ) 
 cimentavamo ( VERB ) 
 cimentavan ( VERB ) 
 cimentavano ( VERB ) 
 cimentavate ( VERB ) 
 cimentavi ( VERB ) 
 cimentavo ( VERB ) 
 cimentera' ( VERB ) 
 cimenterai ( VERB ) 
 cimenteran ( VERB ) 
 cimenteranno ( VERB ) 
 cimenterebbe ( VERB ) 
 cimenterebber ( VERB ) 
 cimenterebbero ( VERB ) 
 cimenterei ( VERB ) 
 cimenteremmo ( VERB ) 
 cimentereste ( VERB ) 
 cimenteresti ( VERB ) 
 cimenterete ( VERB ) 
 cimentero' ( VERB ) 
 cimenterà ( VERB ) 
 cimenterò ( VERB ) 
 cimenti ( NOUN VERB NOUN_SINGULAR ) 
 cimentiamo ( VERB ) 
 cimentiate ( VERB ) 
 cimentin ( VERB ) 
 cimentino ( VERB ) 
 cimento ( NOUN VERB NOUN_SINGULAR ) 
 cimento' ( VERB ) 
 cimentò ( VERB ) 
 cimera' ( VERB ) 
 cimerai ( VERB ) 
 cimeran ( VERB ) 
 cimeranno ( VERB ) 
 cimerebbe ( VERB ) 
 cimerebber ( VERB ) 
 cimerebbero ( VERB ) 
 cimerei ( VERB ) 
 cimeremmo ( VERB ) 
 cimeremo ( VERB ) 
 cimereste ( VERB ) 
 cimeresti ( VERB ) 
 cimerete ( VERB ) 
 cimero' ( VERB ) 
 cimerà ( VERB ) 
 cimerò ( VERB ) 
 cimi ( VERB ) 
 cimiamo ( VERB ) 
 cimiate ( VERB ) 
 cimice ( NOUN NOUN_SINGULAR ) 
 cimici ( NOUN NOUN_SINGULAR ) 
 cimin ( VERB ) 
 ciminiera ( NOUN NOUN_SINGULAR ) 
 ciminiere ( NOUN NOUN_SINGULAR ) 
 cimino ( VERB ) 
 cimiteri ( NOUN NOUN_SINGULAR ) 
 cimiteriale ( ADJECTIVE ) 
 cimiteriali ( ADJECTIVE ) 
 cimiterialissima ( ADJECTIVE ) 
 cimiterialissime ( ADJECTIVE ) 
 cimiterialissimi ( ADJECTIVE ) 
 cimiterialissimo ( ADJECTIVE ) 
 cimitero ( NOUN NOUN_SINGULAR ) 
 cimo ( VERB ) 
 cimo' ( VERB ) 
 cimò ( VERB ) 
 cincischi ( VERB ) 
 cincischia ( VERB ) 
 cincischiai ( VERB ) 
 cincischiammo ( VERB ) 
 cincischiamo ( VERB ) 
 cincischian ( VERB ) 
 cincischiando ( NOUN NOUN_GERUND ) 
 cincischiano ( VERB ) 
 cincischiante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cincischianti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cincischiar ( VERB_INFINITIVE VERB ) 
 cincischiare ( VERB_INFINITIVE VERB ) 
 cincischiaron ( VERB ) 
 cincischiarono ( VERB ) 
 cincischiasse ( VERB ) 
 cincischiasser ( VERB ) 
 cincischiassero ( VERB ) 
 cincischiassi ( VERB ) 
 cincischiassimo ( VERB ) 
 cincischiaste ( VERB ) 
 cincischiasti ( VERB ) 
 cincischiata ( VERB_PAST_PARTICIPLE VERB ) 
 cincischiate ( VERB_PAST_PARTICIPLE VERB ) 
 cincischiati ( VERB_PAST_PARTICIPLE VERB ) 
 cincischiato ( VERB_PAST_PARTICIPLE VERB ) 
 cincischiava ( VERB ) 
 cincischiavamo ( VERB ) 
 cincischiavan ( VERB ) 
 cincischiavano ( VERB ) 
 cincischiavate ( VERB ) 
 cincischiavi ( VERB ) 
 cincischiavo ( VERB ) 
 cincischiera' ( VERB ) 
 cincischierai ( VERB ) 
 cincischieran ( VERB ) 
 cincischieranno ( VERB ) 
 cincischierebbe ( VERB ) 
 cincischierebber ( VERB ) 
 cincischierebbero ( VERB ) 
 cincischierei ( VERB ) 
 cincischieremmo ( VERB ) 
 cincischieremo ( VERB ) 
 cincischiereste ( VERB ) 
 cincischieresti ( VERB ) 
 cincischierete ( VERB ) 
 cincischiero' ( VERB ) 
 cincischierà ( VERB ) 
 cincischierò ( VERB ) 
 cincischin ( VERB ) 
 cincischino ( VERB ) 
 cincischio ( VERB ) 
 cincischio' ( VERB ) 
 cincischiò ( VERB ) 
 cineasta ( NOUN NOUN_SINGULAR ) 
 cineaste ( NOUN NOUN_SINGULAR ) 
 cineasti ( NOUN NOUN_SINGULAR ) 
 cinebiografica ( ADJECTIVE ) 
 cinebiografiche ( ADJECTIVE ) 
 cinebiografici ( ADJECTIVE ) 
 cinebiograficissima ( ADJECTIVE ) 
 cinebiograficissime ( ADJECTIVE ) 
 cinebiograficissimi ( ADJECTIVE ) 
 cinebiograficissimo ( ADJECTIVE ) 
 cinebiografico ( ADJECTIVE ) 
 cineclub ( NOUN NOUN_SINGULAR ) 
 cinefili ( NOUN NOUN_SINGULAR ) 
 cinefilo ( NOUN NOUN_SINGULAR ) 
 cineforum ( NOUN NOUN_SINGULAR ) 
 cinegiornale ( NOUN NOUN_SINGULAR ) 
 cinegiornali ( NOUN NOUN_SINGULAR ) 
 cinema ( NOUN NOUN_SINGULAR ) 
 cinematografa ( VERB ) 
 cinematografai ( VERB ) 
 cinematografammo ( VERB ) 
 cinematografan ( VERB ) 
 cinematografando ( NOUN NOUN_GERUND ) 
 cinematografano ( VERB ) 
 cinematografante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cinematografanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cinematografar ( VERB_INFINITIVE VERB ) 
 cinematografare ( VERB_INFINITIVE VERB ) 
 cinematografaron ( VERB ) 
 cinematografarono ( VERB ) 
 cinematografasse ( VERB ) 
 cinematografasser ( VERB ) 
 cinematografassero ( VERB ) 
 cinematografassi ( VERB ) 
 cinematografassimo ( VERB ) 
 cinematografaste ( VERB ) 
 cinematografasti ( VERB ) 
 cinematografata ( VERB_PAST_PARTICIPLE VERB ) 
 cinematografate ( VERB_PAST_PARTICIPLE VERB ) 
 cinematografati ( VERB_PAST_PARTICIPLE VERB ) 
 cinematografato ( VERB_PAST_PARTICIPLE VERB ) 
 cinematografava ( VERB ) 
 cinematografavamo ( VERB ) 
 cinematografavan ( VERB ) 
 cinematografavano ( VERB ) 
 cinematografavate ( VERB ) 
 cinematografavi ( VERB ) 
 cinematografavo ( VERB ) 
 cinematografera' ( VERB ) 
 cinematograferai ( VERB ) 
 cinematograferan ( VERB ) 
 cinematograferanno ( VERB ) 
 cinematograferebbe ( VERB ) 
 cinematograferebber ( VERB ) 
 cinematograferebbero ( VERB ) 
 cinematograferei ( VERB ) 
 cinematograferemmo ( VERB ) 
 cinematograferemo ( VERB ) 
 cinematografereste ( VERB ) 
 cinematograferesti ( VERB ) 
 cinematograferete ( VERB ) 
 cinematografero' ( VERB ) 
 cinematograferà ( VERB ) 
 cinematografi ( NOUN VERB NOUN_SINGULAR ) 
 cinematografia ( NOUN NOUN_SINGULAR ) 
 cinematografiamo ( VERB ) 
 cinematografiate ( VERB ) 
 cinematografica ( ADJECTIVE ) 
 cinematografiche ( ADJECTIVE ) 
 cinematografici ( ADJECTIVE ) 
 cinematograficissima ( ADJECTIVE ) 
 cinematograficissime ( ADJECTIVE ) 
 cinematograficissimi ( ADJECTIVE ) 
 cinematograficissimo ( ADJECTIVE ) 
 cinematografico ( ADJECTIVE ) 
 cinematografie ( NOUN NOUN_SINGULAR ) 
 cinematografin ( VERB ) 
 cinematografino ( VERB ) 
 cinematografo ( NOUN VERB NOUN_SINGULAR ) 
 cinematografo' ( VERB ) 
 cinematografò ( VERB ) 
 cinematrografica ( ADJECTIVE ) 
 cinematrografiche ( ADJECTIVE ) 
 cinematrografici ( ADJECTIVE ) 
 cinematrograficissima ( ADJECTIVE ) 
 cinematrograficissime ( ADJECTIVE ) 
 cinematrograficissimi ( ADJECTIVE ) 
 cinematrograficissimo ( ADJECTIVE ) 
 cinematrografico ( ADJECTIVE ) 
 cinemini ( NOUN NOUN_SINGULAR ) 
 cinemino ( NOUN NOUN_SINGULAR ) 
 cineoperatore ( NOUN NOUN_SINGULAR ) 
 cineoperatori ( NOUN NOUN_SINGULAR ) 
 cinepresa ( NOUN NOUN_SINGULAR ) 
 cineprese ( NOUN NOUN_SINGULAR ) 
 cinerea ( ADJECTIVE ) 
 cineree ( ADJECTIVE ) 
 cinerei ( ADJECTIVE ) 
 cinereissima ( ADJECTIVE ) 
 cinereissime ( ADJECTIVE ) 
 cinereissimi ( ADJECTIVE ) 
 cinereissimo ( ADJECTIVE ) 
 cinereo ( ADJECTIVE ) 
 cinese ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cineseria ( NOUN NOUN_SINGULAR ) 
 cineserie ( NOUN NOUN_SINGULAR ) 
 cinesi ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cinesissima ( ADJECTIVE ) 
 cinesissime ( ADJECTIVE ) 
 cinesissimi ( ADJECTIVE ) 
 cinesissimo ( ADJECTIVE ) 
 cineteca ( NOUN NOUN_SINGULAR ) 
 cineteche ( NOUN NOUN_SINGULAR ) 
 cinetica ( ADJECTIVE ) 
 cinetiche ( ADJECTIVE ) 
 cinetici ( ADJECTIVE ) 
 cineticissima ( ADJECTIVE ) 
 cineticissime ( ADJECTIVE ) 
 cineticissimi ( ADJECTIVE ) 
 cineticissimo ( ADJECTIVE ) 
 cinetico ( ADJECTIVE ) 
 cinga ( VERB ) 
 cingalese ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cingalesi ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cingalesissima ( ADJECTIVE ) 
 cingalesissime ( ADJECTIVE ) 
 cingalesissimi ( ADJECTIVE ) 
 cingalesissimo ( ADJECTIVE ) 
 cingan ( VERB ) 
 cingano ( VERB ) 
 cinge ( VERB ) 
 cingemmo ( VERB ) 
 cingendo ( NOUN NOUN_GERUND ) 
 cingente ( VERB_PRESENT_PARTICIPLE VERB ) 
 cingenti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cinger ( VERB_INFINITIVE VERB ) 
 cingera' ( VERB ) 
 cingerai ( VERB ) 
 cingeran ( VERB ) 
 cingeranno ( VERB ) 
 cingerci ( VERB_INFINITIVE VERB ) 
 cingere ( VERB_INFINITIVE VERB ) 
 cingerebbe ( VERB ) 
 cingerebber ( VERB ) 
 cingerebbero ( VERB ) 
 cingerei ( VERB ) 
 cingeremmo ( VERB ) 
 cingeremo ( VERB ) 
 cingereste ( VERB ) 
 cingeresti ( VERB ) 
 cingerete ( VERB ) 
 cingero' ( VERB ) 
 cingerà ( VERB ) 
 cingerò ( VERB ) 
 cingesse ( VERB ) 
 cingesser ( VERB ) 
 cingessero ( VERB ) 
 cingessi ( VERB ) 
 cingessimo ( VERB ) 
 cingeste ( VERB ) 
 cingesti ( VERB ) 
 cingete ( VERB ) 
 cingeva ( VERB ) 
 cingevamo ( VERB ) 
 cingevan ( VERB ) 
 cingevano ( VERB ) 
 cingevate ( VERB ) 
 cingevi ( VERB ) 
 cingevo ( VERB ) 
 cinghi ( VERB ) 
 cinghia ( NOUN VERB NOUN_SINGULAR ) 
 cinghiai ( VERB ) 
 cinghiale ( NOUN NOUN_SINGULAR ) 
 cinghialesca ( ADJECTIVE ) 
 cinghialesche ( ADJECTIVE ) 
 cinghialeschi ( ADJECTIVE ) 
 cinghialeschissima ( ADJECTIVE ) 
 cinghialeschissime ( ADJECTIVE ) 
 cinghialeschissimi ( ADJECTIVE ) 
 cinghialeschissimo ( ADJECTIVE ) 
 cinghialesco ( ADJECTIVE ) 
 cinghiali ( NOUN NOUN_SINGULAR ) 
 cinghiammo ( VERB ) 
 cinghiamo ( VERB ) 
 cinghian ( VERB ) 
 cinghiando ( NOUN NOUN_GERUND ) 
 cinghiano ( VERB ) 
 cinghiante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cinghianti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cinghiar ( VERB_INFINITIVE VERB ) 
 cinghiare ( VERB_INFINITIVE VERB ) 
 cinghiaron ( VERB ) 
 cinghiarono ( VERB ) 
 cinghiasse ( VERB ) 
 cinghiasser ( VERB ) 
 cinghiassero ( VERB ) 
 cinghiassi ( VERB ) 
 cinghiassimo ( VERB ) 
 cinghiaste ( VERB ) 
 cinghiasti ( VERB ) 
 cinghiata ( VERB_PAST_PARTICIPLE VERB ) 
 cinghiate ( VERB_PAST_PARTICIPLE VERB ) 
 cinghiati ( VERB_PAST_PARTICIPLE VERB ) 
 cinghiato ( VERB_PAST_PARTICIPLE VERB ) 
 cinghiava ( VERB ) 
 cinghiavamo ( VERB ) 
 cinghiavan ( VERB ) 
 cinghiavano ( VERB ) 
 cinghiavate ( VERB ) 
 cinghiavi ( VERB ) 
 cinghiavo ( VERB ) 
 cinghie ( NOUN NOUN_SINGULAR ) 
 cinghiera' ( VERB ) 
 cinghierai ( VERB ) 
 cinghieran ( VERB ) 
 cinghieranno ( VERB ) 
 cinghierebbe ( VERB ) 
 cinghierebber ( VERB ) 
 cinghierebbero ( VERB ) 
 cinghierei ( VERB ) 
 cinghieremmo ( VERB ) 
 cinghieremo ( VERB ) 
 cinghiereste ( VERB ) 
 cinghieresti ( VERB ) 
 cinghierete ( VERB ) 
 cinghiero' ( VERB ) 
 cinghierà ( VERB ) 
 cinghierò ( VERB ) 
 cinghin ( VERB ) 
 cinghino ( VERB ) 
 cinghio ( VERB ) 
 cinghio' ( VERB ) 
 cinghiò ( VERB ) 
 cingi ( VERB ) 
 cingiamo ( VERB ) 
 cingiate ( VERB ) 
 cingo ( VERB ) 
 cingolata ( ADJECTIVE ) 
 cingolate ( ADJECTIVE ) 
 cingolati ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cingolatissima ( ADJECTIVE ) 
 cingolatissime ( ADJECTIVE ) 
 cingolatissimi ( ADJECTIVE ) 
 cingolatissimo ( ADJECTIVE ) 
 cingolato ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cingoli ( NOUN NOUN_SINGULAR ) 
 cingolo ( NOUN NOUN_SINGULAR ) 
 cingon ( VERB ) 
 cingono ( VERB ) 
 cinguetta ( VERB ) 
 cinguettai ( VERB ) 
 cinguettammo ( VERB ) 
 cinguettan ( VERB ) 
 cinguettando ( NOUN NOUN_GERUND ) 
 cinguettano ( VERB ) 
 cinguettante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cinguettanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cinguettar ( VERB_INFINITIVE VERB ) 
 cinguettare ( VERB_INFINITIVE VERB ) 
 cinguettaron ( VERB ) 
 cinguettarono ( VERB ) 
 cinguettasse ( VERB ) 
 cinguettasser ( VERB ) 
 cinguettassero ( VERB ) 
 cinguettassi ( VERB ) 
 cinguettassimo ( VERB ) 
 cinguettaste ( VERB ) 
 cinguettasti ( VERB ) 
 cinguettata ( VERB_PAST_PARTICIPLE VERB ) 
 cinguettate ( VERB_PAST_PARTICIPLE VERB ) 
 cinguettati ( VERB_PAST_PARTICIPLE VERB ) 
 cinguettato ( VERB_PAST_PARTICIPLE VERB ) 
 cinguettava ( VERB ) 
 cinguettavamo ( VERB ) 
 cinguettavan ( VERB ) 
 cinguettavano ( VERB ) 
 cinguettavate ( VERB ) 
 cinguettavi ( VERB ) 
 cinguettavo ( VERB ) 
 cinguettera' ( VERB ) 
 cinguetterai ( VERB ) 
 cinguetteran ( VERB ) 
 cinguetteranno ( VERB ) 
 cinguetterebbe ( VERB ) 
 cinguetterebber ( VERB ) 
 cinguetterebbero ( VERB ) 
 cinguetterei ( VERB ) 
 cinguetteremmo ( VERB ) 
 cinguetteremo ( VERB ) 
 cinguettereste ( VERB ) 
 cinguetteresti ( VERB ) 
 cinguetterete ( VERB ) 
 cinguettero' ( VERB ) 
 cinguetterà ( VERB ) 
 cinguetterò ( VERB ) 
 cinguetti ( NOUN VERB NOUN_SINGULAR ) 
 cinguettiamo ( VERB ) 
 cinguettiate ( VERB ) 
 cinguettii ( NOUN NOUN_SINGULAR ) 
 cinguettin ( VERB ) 
 cinguettino ( VERB ) 
 cinguettio ( NOUN NOUN_SINGULAR ) 
 cinguetto ( VERB ) 
 cinguetto' ( VERB ) 
 cinguettò ( VERB ) 
 cinica ( ADJECTIVE ) 
 ciniche ( ADJECTIVE ) 
 cinici ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cinicissima ( ADJECTIVE ) 
 cinicissime ( ADJECTIVE ) 
 cinicissimi ( ADJECTIVE ) 
 cinicissimo ( ADJECTIVE ) 
 cinico ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cinismi ( NOUN NOUN_SINGULAR ) 
 cinismo ( NOUN NOUN_SINGULAR ) 
 cino-americana ( ADJECTIVE ) 
 cino-americane ( ADJECTIVE ) 
 cino-americani ( ADJECTIVE ) 
 cino-americanissima ( ADJECTIVE ) 
 cino-americanissime ( ADJECTIVE ) 
 cino-americanissimi ( ADJECTIVE ) 
 cino-americanissimo ( ADJECTIVE ) 
 cino-americano ( ADJECTIVE ) 
 cino-giapponese ( ADJECTIVE ) 
 cino-giapponesi ( ADJECTIVE ) 
 cino-giapponesissima ( ADJECTIVE ) 
 cino-giapponesissime ( ADJECTIVE ) 
 cino-giapponesissimi ( ADJECTIVE ) 
 cino-giapponesissimo ( ADJECTIVE ) 
 cino-sovietica ( ADJECTIVE ) 
 cino-sovietiche ( ADJECTIVE ) 
 cino-sovietici ( ADJECTIVE ) 
 cino-sovieticissima ( ADJECTIVE ) 
 cino-sovieticissime ( ADJECTIVE ) 
